content,score
"teruntuk moonton, aku cuman mau bilang kalo di bagian download data itu menurutku fitur yang sekarang bikin aku kesel karna, setiap download suka ngeskip download an yang belum selesai dan malah download yang gak penting menurutku karna hpku ram 2. mending fitur download yang sebelumnya yang masih make romawi itu udah cocok banget buat hpku dari pada fitur yang sekarang, ngabisin kuota karna maksa download data yang menurutku gak penting. tolong perbaikin lah moonton",1
"Dear moonton, Overall sudah baik, tapi masih ada 1 kekurangan yang dari dulu masih ada. Keseimbangan matching yg sangat buruk. Bertemu dengan player2 yang tidak bisa menggunakan Hero yg dipilih, ambisi buff dan kill tanpa memperhitungkan kemenangan, toxic dan Feeder. Semakin kesini semakin enggan main karena tim yg buruk",5
"mobile legend semakin kesini semakin aneh, posisi rank legend 3 main solo padahal ketemu nya epic semua tapi pas lawan nya malah legend 4 epic nya cuma satu bisa bisa nya makin banyak dark sistem di moonton ini.. ini bukan main squad ya tetapi solo semua intinya parah deh tim nya!!!!! mau kita hebat pun kalau tim nya pada kacau pasti sdh di pastikan gak bisa menang apapun ceritanya, tolong lah yang masuk akal aja main 8x menang kalah bisa 14x parah semakin banyak dark sistem",1
kepada monton yang terhormat saya ingin mengajukan permohonan agar monton memperbaiki masalah jaringan pada game saya termasuk player lainnya sangat menyayangkan apabila saat bermain rank atau mode lainnya jaringan tiba-tiba drop padahal jaringan berwarna hijau dan jaringan bagus dan saya sangat berharap agar monton memperbaiki masalah pada jaringan sekian dari saya terimakasih 🙏,1
"apa lah moonton ini, jangan terlalu fokus ke event lah. jaringan kalian itu di perdulikan/diperbaiki, masa iya jaringan wifi bagus malah lag parah sampai 200ms. kan 4j9 kayak gitu. event doang bagus tapi ping gak bagus.",5
"padahal uangku udah kuhabiskan untuk game ini, tapi tetep aja selalu dapat tim beban/aneh, yang cara mainnya gak seimbang, sedangkan tim musuh selalu jago, selalu kalah di rank, buat player solo gamenya cukup bikin sakit kepala",1
"saat lag restart game tidak terlalu berpengaruh, sinyal 11ms masih sering lag, hero tidak bisa dikontrol, hp tidak panas, tidak sedang charge, sinyal dipakai untuk membuka aplikasi yang lain lancar hanya mlbb saja yang lag sampai perlu relog 2x",1
"bagus gamenya enak akunnya banyak yang keren tapi kalo bisa ini pengaturan costumnya tuh pas di pause di kasih tombol buat keluar lah biar bisa main ,susah ini buat keluar kalo di jebak orang lawan komputer masa nungguin sampe 30 menit lama lahh ,tolong di perbaikilah itu TOMBOL KELUAR PAS DI MODE COSTUME YAA",1
sering ngelag seperti tidak ada sinyal padahal sinyal bagus hp juga mumpuni di bidang game... kadang pake wifi pun juga sama tidak ada bedanya pas main tiba² ngelag seperti tidak ada sinyal padahal sinyal lagi kencang²nya mohon di perhatikan.....!!!,1
"permainan terkadang tidak seimbang, contohnya seperti saya mendapatkan tim yang bot sedangkan lawan sebaliknya.Tolong kalo ada solo player kasih lah tim yang seimbang dengan lawan, soalnya jika tidak seimbang itu akan memicu emosi atau meningkatkan emosi",2
"ini pas udah update bug nya jelek bgt, koneksi terputus tapi jaringan ku bagus bagus aja, join matchmaking malah gbs masuk, alasannya koneksi terputus mulu, padahal jaringan ku bagus, apa coba? tolong dong diperbaiki bugnya, ganggu banget soalnya",1
"Ku bikin bintang satu karena stuck di interface kelamaan dan belum bisa dipakai buat main. apaan update keseringan tapi gak juga berubah. masalah beginian udah kedua kalinya, hubungi customer service cuman dikasih langkah2 gak guna. kecewa",1
knp ya akhir² ini server jadi ngeleg parah bahkan hero pun ga gerak sama sekali padahal jaringannya bagus ping 10-60 tapi kok leg terus setelah update ada apa ya mohon dikoreksi lagi ya MOONTON siapa tahu ada yang salah saat proses update atau sejenisnya mohon sekali ya kami main los terus karna sinyal plus drak sistem bertambah hehehe tolong baca ya developer,1
"Gameplay nggak seimbang, hero tertentu terlalu OP sementara yang lain kayak cuma pajangan. Lag sering banget terjadi, padahal koneksi lancar di game lain. Damage hero juga nggak masuk akal, kadang terlalu kecil, kadang terlalu besar tanpa alasan jelas. Matchmaking juga kacau, sering ketemu lawan jauh lebih kuat. Butuh perbaikan besar supaya lebih fair",1
"games ini grafiknya bagus.. Hero harganya juga murah.. dan saat Maen offline..Maen sama komputer itu seperti Mabar.. dengan yang lainnya.. apa lagi saat Maen online.. tambah rame.. dan sangat mudah untuk mengalahkan musuhnya walaupun online..dah itu aja ""Untuk games ini saya kasih bintang lima.⭐⭐⭐⭐⭐.""",5
"kenapa ya setiap update season, mobile legend saya mengalami lag/crash, padahal jaringan bagus, terus sistem matching nya masih belum di perbaiki, dalam sehari ketika bermain mode rank saya pernah mengalami kekalahan 10× dan kemenangan 3× karna tim yang tidak seimbang, tolong di optimalkan lagi,,, thankyouu",5
Pencocokan matchnya yang terbaru sudah lumayan bagus sesuai role masing2. tapi tolong lebih di perketat lagi untuk player asal2 abal2. ada yang match dengan rolenya mm atau mid tapi bgitu pilih hero malah heronya tidak sesuai role. ini harus di kasi hukuman berat player2 seperti ini supaya tidak menggangu player lain. terimakasih,3
"hero baru, skin baru, pokok uldate yg terbaru aja yg dibuat, masalah bug dan yg lebih penting jaringan yg gak diperbaiki sama sekali!!!! percuma game nya bagus jaringan ee kadang eror!!!, jangan donload game kaya gini",2
"tolong untuk koneksi sinyal di perbaiki lagi, padahal wifi udah lancar tapi di in game lag parah,sama satu lagi untuk update an pilih lane yg sekarang tolong di hapus bikin/di perbaiki aja soalnya ga akurat sama yg di pilih in padahal ga bisa jungler malah di pilihin jungler, mending di hapus aja deh kaya sebelum nya",1
"issue sinyal masih ada, sudah saya test dan parahnya waktu main rank. posisi saya didalam ruangan dekat dengan kota sinyal sudah teruji bagus untuk operator ini dan untuk membuka video medsos pun lamcar waktu permainan saya terhenti karena reconnecting, persoalan yang sepele dari dulu tidak kunjung diperbaiki, pantas saya tidak invest di game ini lagi",1
Game nya semakin berat dan sinyal seringkali terputus ketika bermain (RANK) padahal status sinyal pada provider stabil. Banyak saingan game seperti ini tidak membuat moonton untuk berbenah dalam mengatasi masalah game yang semakin berat kapasitasnya. Posisi HP: Mi A2 6/128 + POCO F1,1
"gimana ni moontoon, sistem report / laporan buat player yang sengaja main buruk tidak aktif. kata nya masalah koneksi, lah saya nonton you tube pake jaringan ini baik baik aja, download file 8 gb pun cepat. kenapa di game kata nya jaringan nya jelek ?",1
"jaringan sering lag gjls,pdhal ping 20ms,kasi tim ga seimbang,pasif bened ngebug,katanya 5vs5 lah ini 9 vs 1,musuh jago"" bgtu,lahh tim gw apaan,pantes banyak yang make RW,modelan tim yg dikasi aja g sepadan g seimbang,sampah bet,niat bikin game g sih? pantes tambah sedikit playernya yg main,udahlah penyimpanan naik terus ada aja problemnya,apalagi banyak bug,coba dehh perbaiki ni game,gjls amat heran",1
"untuk developer (moonton), tolonglah segera perbaiki masalah lag ini, masak 1 tim musuh sama 1 tim sendiri pada nge lag semua. ayolahhhhh. gimana gak emosi kita sebagai player, sinyal lancar tapi kena cheat LAG parah kek gini.",1
"aplikasinya sangat tidak relevan untuk dimainkan, terlalu banyak tim yang menjadi darksystem jika solo, kemudian untuk party an juga musuh nya berat berat seperti bukan level yang kita bisa hadapi, sangat tidak baik",1
"Game Sangat"" tidak rekomendasi,Team Dengan Musuh Sangat Berbeda Atau Tidak seimbang,Saya Sudah Bertanya ke Customer service juga tidak ada penyeimbangan seperti (Berbeda pangkat/rank dan Permainannya buruk)menjadikan Orang Tidak Ingin bermain lagi,sebagai Contoh teman saya yang sekitar 1-3 tahun,Sering kali mendapatkan Tim dengan musuh berbeda Itu yang membuatnya tidak ingin bermain lagi.Game Juga Bisa membuat Anda Stress,dan masalah sinyal semuanya lag musuh dengan tim delay semua. 👎",1
ayolah benerin monoton kadang kalo main rank suka dapat tim beban terus berbanding terbalik dengan lawanya yg jago jadi males main kalo gini terus coba diubah sistemnya biar imbang kadang juga saya suka dpt lawan yg terlalu jago jadi coba lah monoton sistem kek gini diperbaiki supaya orang yg main gk males karena kalah terus kalo gini terus lama lama orang orang pada pensi termasuk saya jadi mohon diperbaiki ya sistemnya moonton kiranya gk terjadi seperti ini lagi ya....,1
"Hati - hati, game ini memiliki unsur ""manipulasi emosional"" pemerasan emosional dipicu saat posisi pikiran dipacu untuk berpikir sangat keras, sedangkan sistem developer sudah mengatur ""troll bot, troll matchmaking ranked, drop ping jaringan, bot teleport"". terlebih pada palyer solo. Jangan main kalo punya gangguan emosional terlebih player solo ranked. Jika diperhatikan, Naik turun ranked sudah di atur developer secara sepihak. Tapi satu sisi design karakter, ui, karakter gamenya bagus.",3
"terlalu banyak player yang tidak mengerti bermain namun,mencapai rank atas.mungkin bisa menambahkan sistem untuk menurunkan rank player yang tidak terlalu mengerti bermain karna ini adalah permainan 5vs5 jika 1 tidak mengerti maka tim akan menjadi kacau dan juga harus memberikan sanksi lebih besar jika melakukan feed,seperti di ban selama 1jam",1
"Game nya gajelas suka kadang"" Berat sampe patah patah.padahal jaringan bagus dan device masih oke,main di keadaan nge lag sama patah patah menjadi gameplay nya gak seru, kadang stuck di loading screen in game sampe saya harus relog tetapi setelah relog malah hasil akhrinya afk padahal baru relog di ingame baru 1 menit, saya ada niatan gak mainin ini game lagi kalau tidak di perbaiki. Makasih",1
"ini gem sangat bagus vitur pun bagus pokoknya mantap banget tapi ada 1 kekurangan yang sangat fatal yaitu jaringan, mohon perbaiki lagi jaringan nya supaya gak lag, padahal jaringan ku lancar tapi merah kuning terus saat di dalam pertandingan ny, tolong di perbaiki masalah jaringan nya🙏",4
Sistem matchmaking nya ga adil musuh mythic atas tim gw legend semua sama grafik nya itu kadang tiba tiba berubah low padahal aku main di grafik tinggi main tiba tiba jadi low padahal aku itu ga ada setting ganti ke low kalo misalkan mau ubah grafik itu jangan otomatis lah belum tentu player yang di ganti setuju buat diganti grafik nya,1
"tolong lah developer game nya di perbaiki,masa jaringan bagus malah nglag Mulu,malahan sampe gak bisa jalan/di gunakan sama sekali.. tolong lah bikin nyaman pengguna di game ini..saya main game ini dari sesason pertama,makin ke sini makin banyak bug nya..bikin jengkel dan naik darah..tolong di perbaiki lah..",2
game nya bagus cuman kredit skor nya bisa ditingkatkan soalnya saya kan main rank diawal sinyal bagus pas di pertengahan wifi saya mati dan saat saya ingin kembali login game nya sudah selesai.saat itu saya melihat pesan dan melihat kredit skorr saya 80 dari awlnya 90.tolong ditingkatkan siapa tau mereka yang afk itu bukan karena keinginan mereka,1
"makin banyak update makin ga jelas sinyalnya sering ngelag tiba"" padahal udah pake kuota sama wifi tpi ttp aja ngeleg tolong di perbaiki lagi untuk masalah sinyal di dalem game nya moonton demi kenyamanan semua player ML, udah di buat pusing sama draksystem ini lagi di tambah sinyalnya suka"" tiba"" ngelag",3
"Dear moonton. Tolong lah moonton sistem matchmaking diperbaiki,masa iya lu gamau player lu pindah kegame sebelah sedangkan sistem matchmakingnya masih jelek dari dulu sampai sekarang, Apagunanya lu ngasih skin gratis kalau sistem matchmakingnya ga pernah lu perbaiki? tolong dipertimbangkan terlebih dahulu. -seorang player random yang telah kecewa atas game ini 😞",4
"Woi moonton kasi tim dan musuh tu yang seimbang lah, ini ditemukan player tim yang buruk atau darksistem. Trs lawannya yg jago, gak punya otak gk bisa bedain yang bisa main sama yang gk apa ya aku cape dikasi tim seperti itu terus, main game untuk hilangin suntuk ini malah tambah stresss dan perbaiki system sinyal juga, dan sampe sekarang masi belum ada perubahan, yg ada tambah menjadi jadi, jaringan di dalam game tambah nge lag padahal jaringan lancar2 aja, trs tim dan musuh gk seimbang",1
"Event nya banyak+gratisan aku suka, Menurutku yang perlu diperbaiki itu isu koneksi sama matchmaching itu gak adil karena apa? karena musuhnya gak ngotak. Plis lah moonton kasih musuh yang seimbang. Karena ini aku main jadi sering kalahnya, Gak di classic, rank, brawl. semua sama aja plis.",2
"Mulai berpikir untuk pindah game lain. Masa setiap main solo lost strike terus!! Ketemu tim asal main, asal pilih role, asal pilih Hero, pas udah dapat konter musuhnya malah konter musuhnya asal jalan. Belum lagi dapat lawan kompak. Mungkin bisa slamat tinggal nich game!!!",1
"sebenarnya bagus ini game, tapi banyak bgt masalah di dalamnya kadang ada yang jaringan tiba tiba merah dan GK bisa normal sampai matchnya selesai, pemilihan tim juga sering tidak seimbang, benerin gih masalah2 kek gini masa ada update ada masalah jaringan udah kek game ff aja habis update selalu ada bugnya🙏👎👎👎",2
"force close waktu draft pick, suka keluar sendiri dari match, atau restart apk ulang. Ada bug yang sering banget di mana huruf suka ilang di menu, sama waktu draft pick, atau jadi gak jelas acak acak. Semua ini bug dan kesalahan fatal yang bisa bikin afk. Saran ku perkecil dan ringan kan menu utama. Atau adakan opsinya supaya yang hp nya kentang bisa terhindar dari masalah tersebut. Jadi bukan hanya pada saat match doang, menu penting untuk terus di optimisasi",1
"Mulai berpikir untuk pindah game lain. Masa setiap main solo lost strike terus!! Ketemu tim asal main, asal pilih role, asal pilih Hero. pas udah dapat konter musuhnya malah konter musuhnya asal jalan. Belum lagi dapat lawan kompak. Mungkin bisa slamat tinggal nich game!!!",1
"kenapa akhir akhir ini suka lag? aku mau main ranked pas draft pick biasa aja bener bagian pas loading screen tiba tiba login awal lagi? kalo pas main vs ai atau classic sih gapapa, ini masalahnya main ranked tiba tiba keluar sendiri, game rusak, kalo ada yang komplain tuh gercep benerin , jangan di biarin, apalagi kalo soal ngasih tim, ga adil, masa musuhnya di kasih yang ga setara sama kita? bagian ngasih tim selalu ancur, pantesan lebih banyak yang mau pindah game, dasar game rusak, jelek.",1
"permasalahan sinyal masih nggak pernah selesai, dibandingin sama game moba yang lain cuman ml yang masalah terkait sinyal belum membaik, malah makin parah, sinyal tiba² ilang di momen² krusial, delay skill...masa keluarin skill menit ke 3.04 keluar di 3.35 itupun setelah mati padahal character masih bisa jalan normal, game cacat punya banyak buq tapi dev cuman mentingin duit, eventnya rame terosss tapi masalah sinyal nggak pernah selesai",1
"Sama saja kasih skin tapi dibuat kalah terus. Musuh juga dikasih musuh musuh yang berat banget, game nya juga kadang buat frustasi banget maunya main supaya seneng malah ini buat frustasi. Game gak jelas wifi bagus pas main jelek, game norak. Game buat stres gak bisa buat orang seneng. Ada juga saat aku sudah lama tidak login malah dikasih tim beban Mulu, game apa ini?? Setiap main pasti dapat tim ngetrol Mulu, terutama yang aku rasakan banget yaitu mm pada tidak jelas mainnya.",1
